,mensaje,fecha,sentimiento
290,rt,03-22-2020 09:57:13,1
291,rt thank you,03-22-2020 09:55:05,1
292,rt,03-22-2020 09:54:42,1
293,rt conference chairman we have people all across this country through no fault of their own areout of work,03-22-2020 09:47:30,1
294,rt this is good time to be extra kind to one another sen hawley and erin share message of encouragement as we fac,03-22-2020 09:46:46,1
295,rt in these sobering times reminded of what makes america strong more from senator,03-22-2020 09:45:55,1
296,rt quick update from washington about what we are doing to provide the necessary resources to protect the american peop,03-22-2020 09:45:37,1
297,rt remember the best places to stay up to date with the latest covid developments,03-22-2020 09:45:21,1
298,rt we all need to do our part stay inside and promote social distancing this is the best thing we can do to stem the sprea,03-22-2020 09:44:37,1
299,rt hope you ll join me in thanking the folks working around the clock to keep the food supply chain moving and the shelv,03-22-2020 09:44:26,1
300,rt over the past week blood centers throughout the country have experienced significant drop in donations due to covid,03-22-2020 09:44:16,0
301,rt the chinese communist party russia iran and bad actors around the world are spreading misinformation and lies about the,03-22-2020 09:43:55,0
302,rt hearing lot about texts from friends at dhs or friends with connections at dhs that say dhs is planning national lock,03-22-2020 09:43:19,1
303,rt appreciate the opportunity to talk with georgia hospital association members about the coronavirus response and how we,03-22-2020 09:42:50,1
304,rt psa text messages and emails about national quarantines are absolutely false and started by those wanting to cause fear and con,03-22-2020 09:42:35,1
305,rt to the health care workers on the frontlines to postal carriers truck drivers supermarket employees to those staying,03-22-2020 09:42:06,1
306,rt hydroxychloroquine azithromycin taken together have real chance to be one of the biggest game changers in the hi,03-22-2020 04:15:37,1
307,rt be put in use immediately people are dying move fast and god bless everyone,03-22-2020 04:15:33,1
308,rt signed legislation today that will maintain educational benefits for veterans and their families impacted by th,03-22-2020 03:58:09,1
310,thank you,03-22-2020 03:46:46,1
311,rt earlier today announced the tremendous work is doing to produce masks this evening learned my,03-22-2020 03:44:25,1
312,rt waiving charges for home delivery of prescription medications due to the covid pandemic learn more https,03-22-2020 03:40:36,0
313,rt it unprecedented what we ve done many many doctors can believe the great job we ve done by closing the coun,03-22-2020 03:33:21,1
314,rt if you cnn would have paid attention to the white house coronavirus briefing you would have the answer we have,03-22-2020 03:31:19,1
315,rt our president is working valiantly to face some thing unprecedented and he met with the ignorance seen in this video,03-22-2020 03:30:08,1
316,rt fact under president trump the process of getting coronavirus vaccine into testing has occurred at one of the faste,03-22-2020 03:20:20,1
317,thank you david so true,03-22-2020 03:19:31,1
318,rt remember man who said we need to secure our borders we need to bring businesses back to america we need,03-22-2020 03:17:56,1
319,thank you,03-22-2020 03:14:05,1
320,chinese virus fact check,03-22-2020 02:53:27,1
323,rt new data french study has demonstrated evidence that the combination of hydroxychloroquine azithromycin are highly,03-21-2020 16:16:25,1
324,rt everyone who thinks coronavirus is harmless or doesn matter should rethink that opinion immediately this is an extr,03-21-2020 16:04:01,1
325,white house news conference at thank you,03-21-2020 15:36:29,1
326,be put in use immediately people are dying move fast and god bless everyone,03-21-2020 14:13:09,1
327,hydroxychloroquine azithromycin taken together have real chance to be one of the biggest game changers in the history of medicine the fda has moved mountains thank you hopefully they will both works better with international journal of antimicrobial agents,03-21-2020 14:13:08,1
328,great story thank you to mr young of jonesboro arkansas,03-21-2020 13:21:10,1
331,rt to the heroes in the food supply chain we salute you,03-20-2020 23:01:31,1
332,rt stay safe stay healthy and take care of each other director james murray thanks all those who are continuing to,03-20-2020 22:46:02,1
333,today spoke with our nation small businesses which employ nearly half of america workforce we are taking the most aggressive action in history to deliver fast relief to your businesses and workers we will always protect our small businesses,03-20-2020 20:22:12,1
335,rt announces that the united states and mexico have agreed to restrict non essential travel across the mexico,03-20-2020 18:39:08,1
336,rt president early decisive travel restrictions slowed the coronavirus spread to our shores and we are do,03-20-2020 18:39:04,1
337,rt live press briefing with coronavirus task force,03-20-2020 15:50:53,1
338,rt steve is one of the very best in the senate he is competing against failed democrat presidential candidate who neve,03-20-2020 04:46:24,1
339,rt people are facing challenges all across the country sat down with tonight to discuss how congress is,03-20-2020 04:44:27,1
340,rt the senate remains in session this week working to pass monumental legislation to combat the coronavirus help the american,03-20-2020 04:43:32,1
341,rt do you know the symptoms of covid difficulty breathing persistent pain or pressure in the chest confusion bluish lip,03-20-2020 04:43:20,0
342,rt telehealth is valuable tool to provide care protect people in this covid pandemic pleased task,03-20-2020 04:43:10,1
343,rt it is my intention that the senate will not adjourn until we have passed significant and bold new steps above and beyond,03-20-2020 04:42:27,1
344,rt everything we re doing right now is time sensitive just left lunch with we re working as,03-20-2020 04:42:15,1
