,negativo,positivo,Total
ears,1,4,5
earth,8,33,41
earthquake,2,1,3
earthquakes,2,0,2
ease,3,6,9
easie,9,16,25
easily,37,43,80
easing,4,7,11
east,25,51,76
easte,1,25,26
eastern,6,62,68
easterners,1,0,1
eastman,0,2,2
eastwood,0,2,2
easy,41,55,96
easyhe,1,0,1
eat,0,1,1
eaten,2,0,2
eaters,0,2,2
eating,1,8,9
eatingourlunch,0,1,1
eau,0,1,1
eauclaire,0,1,1
eb,0,1,1
ebne,0,1,1
ebola,1,2,3
ebrard,0,1,1
ec,0,2,2
ecb,0,1,1
eche,0,1,1
echoed,0,1,1
echoes,1,1,2
eclipsed,0,1,1
eco,0,1,1
econ,1,0,1
econo,0,2,2
econom,2,4,6
economi,0,1,1
economic,58,142,200
economically,6,6,12
economicgrowth,0,1,1
economics,4,2,6
economies,1,6,7
economist,2,9,11
economists,1,2,3
economy,181,305,486
economymanufacturing,0,1,1
ecuado,0,2,2
ed,16,44,60
eddie,9,10,19
eddiegallaghe,0,1,1
edga,0,1,1
edge,4,5,9
edged,0,1,1
edges,0,3,3
edison,0,1,1
edit,1,0,1
edited,0,3,3
editing,1,2,3
edition,1,9,10
edito,9,6,15
editorial,14,19,33
editorials,1,0,1
editors,0,2,2
edits,1,0,1
eds,0,1,1
edt,2,13,15
educa,0,1,1
educate,0,1,1
educated,1,5,6
educates,1,0,1
education,6,24,30
educational,1,6,7
educative,0,1,1
educators,0,5,5
edward,0,1,1
edwards,3,17,20
edwin,0,2,2
ee,0,1,1
ef,0,1,1
eff,0,1,1
effec,0,1,1
effect,12,16,28
effected,0,1,1
effecting,0,1,1
effective,8,22,30
effectively,5,4,9
effects,3,1,4
efficacy,1,0,1
efficiency,0,1,1
efficient,2,4,6
efficiently,1,3,4
effing,0,1,1
effo,28,40,68
effort,1,0,1
efforts,19,44,63
efp,1,0,1
egg,0,6,6
ego,0,6,6
egop,0,1,1
egotist,1,0,1
egotistical,1,1,2
egregious,3,2,5
egypt,5,9,14
eh,1,0,1
eidl,1,0,1
eiffel,0,1,1
eighth,0,1,1
eighty,0,2,2
einstein,1,3,4
eisenhower,0,1,1
eithe,31,38,69
el,20,32,52
elaine,0,2,2
elated,0,2,2
elde,0,1,1
elderly,0,1,1
eldest,0,1,1
eldon,0,2,2
ele,1,5,6
eleccion,0,1,1
elect,13,38,51
electability,1,0,1
electable,1,1,2
electe,1,0,1
elected,45,72,117
electedunemploym,0,1,1
electi,1,0,1
electing,0,6,6
electio,0,1,1
election,262,356,618
electionday,0,7,7
electiondonald,0,2,2
electionlet,0,1,1
electionnight,2,1,3
elections,20,25,45
electoral,8,13,21
electorate,0,1,1
electric,1,16,17
electrical,1,2,3
electricity,1,5,6
electrified,2,0,2
electronic,2,1,3
electronically,0,2,2
electronics,1,1,2
electtrump,0,1,1
elegance,0,1,1
elegant,1,2,3
elegi,0,1,1
elelments,0,1,1
element,2,2,4
elementary,0,1,1
elements,1,6,7
elephant,0,1,1
elephants,2,3,5
elevated,0,2,2
elevates,0,1,1
elevation,0,2,2
elevato,1,0,1
eleventh,0,1,1
eli,0,2,2
elias,1,1,2
elie,1,0,1
eligibility,2,0,2
eligible,3,1,4
elijah,13,6,19
elimina,1,0,1
eliminate,5,13,18
eliminated,5,1,6
eliminating,1,3,4
elimination,1,1,2
eliot,0,1,1
elise,0,2,2
elissa,0,2,2
elite,0,9,9
elitehttp,0,1,1
elites,3,8,11
elitist,0,1,1
elizabeth,24,39,63
elk,0,1,1
elkha,0,1,1
elko,0,2,2
elliott,0,1,1
ellipse,0,1,1
ellis,1,0,1
ellison,0,1,1
elmendorf,0,1,1
elpaso,2,0,2
els,0,4,4
elton,0,3,3
elusive,1,0,1
elvisontopoftheworld,0,1,1
em,2,18,20
email,21,16,37
emails,59,34,93
emanated,1,0,1
emanating,0,1,1
emanuel,0,1,1
embarasssmnet,1,0,1
embargo,0,1,1
embarrass,1,6,7
embarrassed,19,7,26
embarrasses,0,1,1
embarrassing,6,1,7
embarrassingly,1,1,2
embarrassment,11,9,20
embassy,8,20,28
embedded,0,1,1
embellish,0,1,1
embers,1,0,1
emblem,0,1,1
emblematic,0,1,1
embodies,0,1,1
emboldened,0,2,2
emboldens,1,0,1
embrace,3,5,8
embraced,1,1,2
embraces,0,1,1
embracing,1,0,1
emerg,0,1,1
emerge,0,3,3
emerged,1,2,3
emergen,1,0,1
emergencies,1,1,2
emergency,35,27,62
emerges,1,3,4
emerging,1,0,1
emergy,1,0,1
emerson,6,0,6
emily,0,2,2
eminent,7,2,9
emirates,0,1,1
emission,1,0,1
emissions,4,2,6
emma,0,1,1
emmanuel,2,3,5
emmet,0,2,2
emmys,1,1,2
emoluments,1,1,2
emotion,3,1,4
emotional,4,3,7
empathy,1,2,3
empero,0,5,5
emphasis,1,5,6
emphasizes,0,1,1
emphatic,1,1,2
empire,1,13,14
empires,0,1,1
employ,2,4,6
employe,0,2,2
employed,3,10,13
employee,4,5,9
employees,13,10,23
employers,2,1,3
employing,1,0,1
employment,10,21,31
employs,0,1,1
empowe,2,5,7
empowered,0,1,1
empowering,0,7,7
empowerment,0,2,2
empress,0,2,2
empt,0,1,1
emptive,0,1,1
ems,0,1,1
emulate,0,1,1
en,1,13,14
ena,0,1,1
enable,1,3,4
enabled,0,4,4
enablers,0,1,1
enabling,1,1,2
enact,0,3,3
enacted,3,1,4
enacting,1,1,2
enactment,1,0,1
encircled,1,0,1
enclaves,1,0,1
enclosed,0,1,1
encounte,1,3,4
encountering,1,0,1
encourage,2,22,24
encouraged,0,7,7
encouragement,0,1,1
encourages,3,0,3
encouraging,1,6,7
end,140,172,312
endangered,1,1,2
endangers,0,1,1
endcommoncore,0,1,1
endeavo,1,2,3
endeavors,0,1,1
ended,18,10,28
endendlesswars,0,1,1
endhivepidemic,0,1,1
endi,0,1,1
ending,20,20,40
endingwaroncoal,1,0,1
endit,1,0,1
endless,15,10,25
endlessly,2,6,8
endorse,15,17,32
endorsed,9,26,35
endorsem,0,1,1
endorsement,31,288,319
endorsements,3,3,6
endorses,2,7,9
endorsing,7,7,14
endowment,1,0,1
endrosement,0,1,1
ends,10,14,24
endure,5,8,13
endured,3,1,4
enduring,0,6,6
ene,0,2,2
enemies,10,13,23
enemy,47,60,107
enemyofthepeople,0,1,1
energetic,0,2,2
energies,0,1,1
energize,0,2,2
energized,0,5,5
energizes,1,0,1
energy,55,95,150
enforce,3,10,13
enforceable,0,1,1
enforced,0,1,1
enforcemen,1,0,1
enforcement,48,117,165
enforcers,1,0,1
enforcing,0,3,3
enforcmt,0,1,1
engage,2,3,5
engaged,4,14,18
engagement,1,4,5
engagementsleepy,0,1,1
engaging,1,2,3
engine,3,2,5
enginee,1,6,7
engineered,0,2,2
engineering,0,3,3
engineers,0,3,3
engines,0,5,5
england,1,12,13
english,0,2,2
engulfing,1,0,1
enhance,1,1,2
enhanced,3,3,6
enhancement,0,2,2
enhances,0,1,1
enjoy,7,277,284
enjoyable,0,2,2
enjoyed,1,37,38
enjoying,0,11,11
enjoyment,0,3,3
enjoys,0,3,3
enlightened,0,1,1
enlightening,0,1,1
enlightenment,1,2,3
enlist,0,1,1
enlisted,2,1,3
enlisting,0,1,1
eno,1,0,1
enormous,2,7,9
enormously,1,1,2
enq,1,0,1
enquire,1,0,1
enraged,0,1,1
enrich,2,4,6
enriched,0,1,1
enriching,2,1,3
enrique,0,1,1
enrollment,0,2,2
enshrined,0,1,1
enslave,0,1,1
ensu,0,1,1
ensue,0,1,1
ensure,10,29,39
ensures,0,2,2
ensuring,3,7,10
entail,0,1,1
entails,0,1,1
entangled,0,1,1
ente,19,15,34
enterainment,1,0,1
entered,4,3,7
entering,5,4,9
enterprise,0,3,3
enterprises,0,1,1
enters,1,0,1
entersandman,0,1,1
entertain,0,1,1
entertaine,0,2,2
entertainers,0,1,1
entertaining,2,6,8
entertainment,1,3,4
enthusiasm,11,34,45
enthusiastic,5,10,15
enti,1,0,1
entire,44,91,135
entirely,6,8,14
entirety,1,1,2
entitled,4,8,12
entitlement,0,1,1
entitlements,1,0,1
entity,1,1,2
entous,1,0,1
entrap,0,2,2
entrapment,1,0,1
entrapped,0,1,1
entrapping,1,0,1
entre,0,1,1
entrepreneu,0,11,11
entrepreneurial,0,2,2
entrepreneurs,9,119,128
entrepreneurship,0,3,3
entries,0,1,1
entry,7,3,10
enuf,1,0,1
envelope,0,1,1
enviro,0,1,1
environment,3,9,12
environmental,7,3,10
environmentalist,0,1,1
environmentalists,0,1,1
environmentally,1,2,3
envision,1,2,3
envisioned,2,0,2
envoy,2,5,7
envy,1,8,9
eo,0,7,7
ep,0,1,1
epa,0,7,7
epic,3,13,16
epicente,1,1,2
epidemic,5,11,16
epidemics,1,0,1
epipens,0,1,1
episcopal,0,2,2
episode,5,32,37
episodes,4,17,21
episodew,0,1,1
epitome,0,1,1
epitomizes,0,1,1
epitomy,0,1,1
epoll,1,0,1
eppisode,0,1,1
eps,0,1,1
epstein,0,2,2
equado,0,2,2
equal,1,18,19
equality,2,7,9
equally,1,6,7
equals,2,1,3
equated,0,1,1
equating,1,0,1
equip,0,1,1
equipment,11,12,23
equipmenthas,0,1,1
equipped,4,3,7
equity,0,2,2
equivalency,0,1,1
equivalent,1,1,2
equivocation,0,1,1
era,3,26,29
eradicate,2,5,7
eradicated,0,1,1
eradicating,0,1,1
eradication,0,2,2
erase,2,4,6
erased,1,0,1
erasing,1,0,1
erd,0,1,1
erdo,0,1,1
erdogan,0,5,5
ere,1,0,1
erected,1,0,1
erian,0,1,1
eric,7,41,48
erie,0,4,4
erik,2,0,2
erin,0,3,3
erna,0,1,1
ernie,0,3,3
ernst,0,2,2
ero,0,1,1
erratic,1,2,3
erro,3,2,5
errol,1,0,1
erroneous,0,1,1
errors,7,1,8
ers,0,1,1
erupt,0,1,1
erupts,0,1,1
es,0,1,1
escalante,0,1,1
escalating,1,0,1
escalato,2,0,2
escambia,1,0,1
escape,3,0,3
escaped,0,4,4
escapes,1,0,1
escapetotally,1,0,1
escaping,0,1,1
esco,1,0,1
escoba,1,0,1
escorted,0,2,2
escuche,0,1,1
espe,0,4,4
especially,61,60,121
esperanto,0,1,1
espionage,1,0,1
espn,2,1,3
esposito,0,1,1
espouse,1,0,1
ess,0,1,1
essence,1,1,2
essential,3,10,13
essentially,3,6,9
essentials,0,1,1
est,1,18,19
esta,0,1,1
estab,1,0,1
establish,1,6,7
established,1,7,8
establishes,0,1,1
establishing,0,1,1
establishment,36,36,72
establishments,0,1,1
estados,1,0,1
estate,2,11,13
estates,1,0,1
este,1,3,4
esteemed,0,1,1
estes,1,1,2
estima,0,1,1
estimate,1,2,3
estimated,2,2,4
estimates,1,3,4
estn,1,0,1
estonia,0,2,2
estuaries,0,1,1
et,7,37,44
etched,0,1,1
eternal,0,7,7
eternally,0,3,3
ethanol,0,6,6
ethic,3,2,5
ethical,0,1,1
ethics,3,4,7
ethiopia,2,3,5
ethiopian,0,1,1
ethnicity,3,1,4
eu,3,6,9
eugene,2,3,5
eugenie,0,1,1
eui,0,1,1
euphoria,1,0,1
euro,2,3,5
europe,30,32,62
european,19,29,48
europeans,3,1,4
europes,0,1,1
ev,1,3,4
evacuate,1,5,6
evacuated,2,0,2
evacuation,2,10,12
evacuations,0,1,1
evading,0,1,1
evaluate,0,1,1
evaluating,1,0,1
evan,1,0,1
evancho,0,1,1
evangelic,0,1,1
evangelical,6,3,9
evangelicals,5,14,19
evansville,0,3,3
eve,204,480,684
evelyn,1,0,1
evening,11,125,136
evenings,1,5,6
event,31,79,110
eventful,0,1,1
events,19,21,40
eventual,0,1,1
eventually,1,7,8
everett,0,3,3
everglades,1,1,2
evergreen,1,0,1
everlasting,0,6,6
evers,1,0,1
everthing,1,1,2
everybody,35,58,93
everybodyrockw,0,1,1
everybodys,0,1,1
everyday,3,12,15
everyo,0,1,1
everyon,0,1,1
everyou,0,1,1
everyth,0,1,1
everythi,1,0,1
everythin,1,0,1
everytime,1,1,2
everyting,0,1,1
eviden,0,1,1
evidenc,1,1,2
evidence,42,107,149
evidencethat,1,0,1
evident,0,1,1
evil,17,12,29
evilly,0,1,1
evils,0,3,3
eviscerates,0,1,1
evolution,0,1,1
evolve,0,1,1
evolved,0,1,1
evolves,0,1,1
evolving,1,0,1
ewerickson,1,0,1
ex,6,8,14
exact,12,12,24
exactly,22,43,65
exacty,0,1,1
exaggerated,1,0,1
exaggeration,1,1,2
exam,1,0,1
examination,2,0,2
examine,6,7,13
examined,0,1,1
examiner,0,1,1
exampl,0,1,1
example,7,29,36
examples,3,5,8
exams,1,0,1
exc,1,1,2
excavato,0,1,1
exceeded,1,0,1
exceeding,1,1,2
exceedingly,0,2,2
exceeds,2,1,3
excel,1,0,1
excelent,0,1,1
excellent,5,50,55
excellently,0,1,1
exception,2,3,5
exceptional,0,1,1
exceptionalist,0,1,1
exceptionally,0,3,3
exceptions,2,2,4
excess,0,4,4
excesses,0,1,1
excessive,2,1,3
exchange,2,4,6
exchanged,1,0,1
exchanges,0,3,3
excited,4,65,69
excitement,1,13,14
excites,0,2,2
exciting,4,72,76
exclaim,1,0,1
exclude,0,1,1
excluding,1,1,2
exclusive,8,31,39
exclusivedonald,1,0,1
exclusivegop,0,1,1
exclusively,0,4,4
excoriat,1,0,1
excoriate,0,1,1
excoriated,3,0,3
excoriates,0,1,1
exculpatory,0,4,4
excursion,1,0,1
excuse,18,12,30
excused,1,0,1
excuses,10,1,11
excusing,0,1,1
exe,1,2,3
exec,2,1,3
execs,2,5,7
execute,0,2,2
executed,2,4,6
executing,1,1,2
execution,4,0,4
executions,1,0,1
executive,12,55,67
executives,5,10,15
exemplary,0,2,2
exempt,1,0,1
exercise,1,13,14
exercised,0,1,1
exercises,0,3,3
exercising,0,1,1
exerted,1,0,1
exerting,0,3,3
exhausted,7,1,8
exhaustion,0,1,1
exhibit,0,2,2
exhorte,0,1,1
exist,33,17,50
existed,3,3,6
existence,2,5,7
existent,4,3,7
existing,8,22,30
exists,3,3,6
exit,3,1,4
exits,0,3,3
exonerated,6,4,10
exonerating,2,1,3
exoneration,8,3,11
exorbitant,1,0,1
exp,1,2,3
expand,3,17,20
expanded,1,9,10
expanding,2,14,16
expands,2,3,5
expanse,0,1,1
expansion,0,5,5
expe,7,9,16
expect,8,21,29
expectancy,0,1,1
expectations,2,14,16
expected,20,42,62
expecting,2,3,5
expectobama,1,0,1
expects,0,1,1
expedite,1,2,3
expedited,2,4,6
expedition,5,3,8
expelled,1,0,1
expenditure,0,2,2
expense,5,2,7
expenses,1,4,5
expensing,1,0,1
expensive,32,14,46
experience,10,34,44
experienced,2,8,10
experiences,0,4,4
experiencevideo,0,1,1
experiencing,4,2,6
experimental,0,2,2
expertise,0,1,1
experts,17,19,36
expire,1,0,1
expired,2,0,2
expires,0,1,1
expla,1,1,2
explain,20,20,40
explained,3,11,14
explaining,1,6,7
explains,2,6,8
explanati,1,0,1
explanation,1,2,3
explanations,1,0,1
explanatory,0,1,1
explicit,0,2,2
explo,0,1,1
explode,1,4,5
exploded,4,0,4
exploited,0,1,1
exploration,0,1,1
exploratory,0,3,3
explore,0,2,2
explorers,2,0,2
explores,0,2,2
exploring,0,1,1
explosion,2,0,2
explosive,3,3,6
expo,2,6,8
exponentially,0,1,1
exporte,0,1,1
exporters,1,1,2
exporting,1,0,1
exports,2,6,8
expos,1,0,1
expose,8,8,16
exposed,27,14,41
exposes,2,5,7
exposing,6,6,12
exposure,1,2,3
express,8,14,22
expressed,4,4,8
expressing,1,2,3
expression,1,0,1
expressly,0,1,1
expressway,1,0,1
expropriations,0,2,2
exquisite,0,1,1
exsist,0,1,1
ext,0,1,1
extend,6,4,10
extended,5,9,14
extending,0,1,1
extends,0,2,2
extension,2,3,5
extensions,1,1,2
extensive,2,2,4
extent,1,3,4
exterio,0,1,1
extinct,0,1,1
extinguishers,0,1,1
exto,4,0,4
extolled,0,1,1
extorted,1,0,1
extortion,5,6,11
extortionin,1,0,1
extortionist,0,1,1
extra,2,3,5
extract,1,1,2
extraordinarily,2,2,4
extraordinario,0,1,1
extraordinary,4,42,46
extreme,8,14,22
extremely,11,16,27
extremism,0,3,3
extremist,1,5,6
extremists,1,1,2
exxon,0,1,1
exxonmobil,0,2,2
eye,8,7,15
eyebrows,0,1,1
eyed,0,1,1
eyes,20,20,40
eyewall,1,1,2
fa,201,287,488
fab,0,1,1
fabiola,0,1,1
fabled,1,2,3
fabric,0,2,2
fabrica,1,0,1
fabricate,5,3,8
fabricated,14,9,23
fabricates,0,1,1
fabricating,0,2,2
fabrication,7,2,9
fabrications,1,0,1
fabulous,2,15,17
fac,0,2,2
face,44,53,97
facebook,12,34,46
facebooklive,0,1,1
faced,2,4,6
facelift,1,0,1
faceplant,0,1,1
faceplants,0,1,1
faces,1,10,11
facet,1,0,1
faceted,0,1,1
facetime,0,1,1
facilitate,1,1,2
facilitating,0,1,1
facilitation,0,1,1
facilities,5,8,13
facility,7,10,17
facing,9,7,16
fact,165,151,316
factcheck,0,2,2
facto,4,10,14
factories,4,7,11
factoring,0,1,1
factors,0,2,2
factory,1,7,8
facts,56,83,139
factsm,0,1,1
factual,3,1,4
factually,0,1,1
faculty,0,1,1
fade,1,1,2
fades,0,1,1
fadil,1,0,1
fading,5,0,5
fai,61,91,152
fail,27,11,38
failed,157,28,185
failedth,0,1,1
failing,165,39,204
failingnewyorktimes,0,1,1
fails,5,9,14
failure,31,12,43
failurecountries,0,1,1
failures,2,3,5
fain,1,0,1
fair,1,0,1
fairandbalancedmyass,1,0,1
faire,2,2,4
fairest,0,2,2
fairly,12,28,40
fairlyenjoy,0,1,1
fairness,9,26,35
fairto,0,1,1
fairy,0,2,2
fairytale,0,2,2
faith,5,39,44
faithful,0,3,3
faithfully,0,1,1
faithnation,0,1,1
faithtrump,0,1,1
fake,636,424,1060
faked,0,1,1
fakenews,13,15,28
fakenewscnn,2,1,3
fakers,2,1,3
fakes,1,1,2
fakewhistleblower,0,1,1
faking,0,1,1
falcon,0,2,2
falconheavy,0,1,1
falcons,0,1,1
fall,18,31,49
fallen,7,15,22
falling,14,10,24
fallon,0,2,2
fallout,3,3,6
falls,5,3,8
fallujah,0,1,1
false,266,733,999
falsely,8,10,18
falsified,0,1,1
falsify,0,1,1
falsifying,0,1,1
falte,1,1,2
faltering,1,0,1
falwell,0,2,2
fame,2,18,20
fami,0,1,1
familia,1,3,4
families,102,84,186
family,81,173,254
familystrength,0,1,1
familytime,0,1,1
famous,2,8,10
famously,1,3,4
fan,9,46,55
fancy,1,0,1
fandos,0,1,1
fanfare,1,0,1
fannow,0,1,1
fans,4,18,22
fantasies,1,1,2
fantastic,9,229,238
fantastically,0,1,1
fantasy,0,2,2
far,0,2,2
farce,4,5,9
farewell,1,0,1
fargo,1,1,2
farm,3,17,20
farmbill,1,0,1
farme,1,1,2
farmers,49,144,193
farming,1,2,3
farmington,0,1,1
farmland,1,0,1
farms,2,2,4
farrell,3,2,5
farthe,1,1,2
fascinating,1,6,7
fascist,2,2,4
fascistic,1,0,1
fascists,0,1,1
fashion,7,4,11
fashioned,3,8,11
faso,0,1,1
fast,95,111,206
fastball,0,1,1
faste,9,20,29
fastest,0,8,8
fat,6,0,6
fatal,4,1,5
fatalities,1,2,3
fatality,2,0,2
fatally,1,1,2
fate,1,5,6
fated,1,0,1
fathe,22,48,70
father,1,0,1
fathers,1,1,2
fatte,4,0,4
faucets,0,1,1
fauci,5,6,11
faulkne,0,1,1
fault,14,7,21
faulted,0,1,1
faulty,1,2,3
fav,0,2,2
fave,1,1,2
faves,0,1,1
favo,19,27,46
favorability,1,5,6
favorable,0,2,2
favorables,0,1,1
favorably,0,1,1
favored,0,2,2
favorite,12,54,66
favorites,0,2,2
favors,1,5,6
favourite,0,3,3
favs,0,1,1
fawning,3,1,4
fay,0,1,1
fayetteville,0,8,8
fazio,0,3,3
fb,1,1,2
fbi,251,220,471
fbicia,0,1,1
fbis,0,2,2
fcc,2,2,4
fd,1,2,3
fda,1,7,8
fdn,0,2,2
fdny,1,0,1
fe,1,0,1
fea,15,11,26
fealty,0,2,2
feared,2,0,2
fearful,2,1,3
fearless,2,5,7
fears,4,0,4
fearsome,0,1,1
feat,0,3,3
feats,2,0,2
feature,0,3,3
featured,0,4,4
features,0,3,3
featuring,0,5,5
feb,1,2,3
february,6,19,25
fec,2,1,3
fed,53,55,108
fede,1,1,2
feder,0,1,1
federa,0,1,1
federal,108,153,261
federalist,5,2,7
federally,0,1,1
federation,0,2,2
fedexand,0,1,1
feds,2,2,4
fee,1,1,2
feed,3,2,5
feedback,0,3,3
feeding,4,3,7
feeds,1,1,2
feel,28,39,67
feeling,10,12,22
feelings,3,3,6
feels,3,10,13
feenstra,0,1,1
fees,3,4,7
feet,3,3,6
feinstein,4,2,6
feldman,1,0,1
felipe,0,1,1
fell,21,5,26
fella,1,0,1
fellow,6,19,25
felon,3,1,4
felonies,0,1,1
felons,3,0,3
felony,3,1,4
felt,9,10,19
fema,8,34,42
female,7,9,16
females,0,1,1
femas,0,1,1
feminist,1,0,1
fence,13,5,18
fences,1,2,3
fendi,0,1,1
fentanyl,6,2,8
fernanda,0,1,1
ferocious,1,0,1
ferrara,0,2,2
ferrari,1,0,1
ferraro,0,1,1
ferry,1,13,14
ferrypoint,0,1,1
fertilize,0,1,1
fest,2,6,8
festival,0,3,3
festivals,0,1,1
fetched,0,1,1
feud,1,1,2
feuds,1,0,1
fewe,5,7,12
fewest,1,0,1
ff,1,0,1
fheile,0,1,1
fhp,1,0,1
fi,2,4,6
fiasco,5,2,7
fiat,0,5,5
fibe,0,1,1
fiction,12,18,30
fictional,0,2,2
fictious,0,1,1
fictitious,3,0,3
fiddle,1,0,1
fiddling,0,1,1
fidel,1,0,1
fidelis,0,1,1
field,11,45,56
fieldday,0,1,1
fields,2,8,10
fierce,0,3,3
fiercely,0,1,1
fifa,0,1,1
fifth,2,4,6
fifties,0,1,1
fig,0,1,1
figh,0,1,1
fight,82,165,247
fightdemocrats,1,0,1
fighte,3,49,52
fighterjet,0,1,1
fighters,7,17,24
fightfo,0,1,1
fighting,79,91,170
fights,2,24,26
fighttonight,0,1,1
figure,22,15,37
figured,4,4,8
figures,3,8,11
figurewants,1,0,1
figuring,1,1,2
file,17,8,25
filed,10,12,22
files,5,3,8
filibuste,7,2,9
filing,3,2,5
filings,0,2,2
filipinos,0,1,1
filled,5,14,19
filling,4,3,7
fills,0,1,1
film,1,3,4
filmmake,1,1,2
filte,1,1,2
filtering,1,0,1
filters,0,1,1
filth,1,0,1
filthy,7,3,10
final,20,48,68
finale,4,7,11
finalist,0,1,1
finalists,0,3,3
finalize,0,1,1
finalized,0,1,1
finalizing,0,1,1
finally,32,147,179
finals,0,1,1
finance,6,8,14
financed,0,1,1
finances,2,5,7
financial,22,37,59
financially,2,3,5
financials,2,0,2
financing,0,2,2
fincantieri,0,1,1
finde,0,9,9
finding,10,4,14
findings,8,3,11
finds,4,10,14
fine,14,49,63
fines,1,2,3
finest,8,23,31
finge,1,2,3
fingers,0,3,3
finish,8,23,31
finished,6,34,40
finishes,1,1,2
finishing,0,1,1
finishthewall,0,1,1
finland,1,5,6
fiorina,6,11,17
firearms,0,2,2
firebombed,0,1,1
firebrianwilliams,1,0,1
firebrittmchenry,1,0,1
fired,103,48,151
firefighte,3,9,12
firefighters,2,15,17
firehouse,0,1,1
firejbe,0,1,1
fireman,1,4,5
firemen,2,1,3
firepac,1,0,1
fires,8,11,19
firestorm,0,1,1
firewall,0,1,1
fireworks,2,14,16
firing,16,20,36
firings,1,2,3
firm,6,15,21
firma,0,1,1
firmly,3,1,4
firms,3,1,4
firs,2,0,2
firsthand,3,6,9
firsti,0,1,1
firstlady,0,1,1
firstrespondersday,0,1,1
firststepact,0,3,3
fis,0,1,1
fisa,44,42,86
fisacou,1,0,1
fisagate,0,1,1
fisc,0,1,1
fiscal,1,4,5
fiscally,0,1,1
fische,0,2,2
fish,2,1,3
fishe,0,1,1
fishing,6,5,11
fishy,0,1,1
fist,1,1,2
fit,9,8,17
fitn,0,40,40
fitness,0,2,2
fitt,0,1,1
fitting,0,1,1
fitton,1,6,7
fitzgerald,0,1,1
fiu,1,0,1
fix,85,80,165
fixated,1,1,2
fixating,1,0,1
fixed,12,14,26
fixers,1,0,1
fixes,0,2,2
fixing,11,9,20
fixtheusa,1,0,1
fl,9,19,28
fla,1,4,5
flabbergasted,0,1,1
flack,0,1,1
flag,11,59,70
flagday,0,1,1
flagged,2,0,2
flagrant,0,1,1
flags,3,8,11
flagsin,0,1,1
flailing,2,0,2
flake,9,7,16
flamboyant,0,1,1
flame,0,1,1
flamed,1,0,1
flames,0,1,1
flaming,1,0,1
flappin,0,1,1
flare,1,0,1
flash,0,4,4
flashback,2,14,16
flashbackfriday,1,4,5
flat,9,3,12
flatten,1,1,2
flattening,0,1,1
flattenthecurve,0,1,1
flavors,0,1,1
flawed,7,5,12
flawlessly,0,1,1
flee,1,4,5
fleeing,7,6,13
flees,1,0,1
flesh,1,0,1
fletche,0,1,1
flew,2,3,5
flexes,0,1,1
flexibility,4,10,14
flexible,1,4,5
flies,1,6,7
flight,4,10,14
flights,5,6,11
flimsy,0,2,2
flinched,0,1,1
flip,7,3,10
flippable,0,2,2
flipped,1,4,5
flipping,1,0,1
flirts,0,1,1
flngalwaysthere,0,1,1
floated,1,0,1
floating,0,1,1
flocking,0,1,1
floo,9,10,19
flood,4,4,8
flooded,2,1,3
floodgates,0,1,1
floodi,0,1,1
flooding,9,19,28
floods,2,4,6
floodsafety,0,1,1
floors,0,2,2
flopped,1,0,1
flops,3,2,5
florence,5,26,31
florencehurricane,0,1,1
florencenc,1,1,2
flores,0,1,1
florid,0,1,1
florida,61,259,320
floridafirst,0,1,1
floridas,0,2,2
floridian,0,1,1
floridians,3,2,5
flotus,1,1,2
flourish,3,4,7
flourishing,1,0,1
flouting,1,0,1
flow,8,12,20
flowers,0,3,3
flowing,3,3,6
flown,0,3,3
flows,3,1,4
floyd,10,8,18
flprepares,0,1,1
flu,13,3,16
fluent,1,0,1
fluke,0,1,1
flunkie,2,0,2
flunkies,1,0,1
flunky,8,3,11
flush,0,1,1
fly,4,11,15
flyers,0,1,1
flyfightwin,0,1,1
flying,8,9,17
flynn,47,58,105
flynns,3,2,5
flyove,0,3,3
flyovers,0,4,4
fm,5,2,7
fnc,2,1,3
fnn,0,1,1
fnpolitics,1,0,1
fns,0,2,2
fo,2388,6327,8715
focu,0,1,1
focus,31,70,101
focused,13,34,47
focuses,0,3,3
focusing,6,5,11
foes,2,1,3
fog,2,0,2
foia,3,3,6
foil,2,1,3
foiled,1,1,2
foisted,1,0,1
fold,3,0,3
folded,1,0,1
folding,1,0,1
folds,0,1,1
foliage,0,1,1
folk,1,1,2
folks,10,16,26
follow,15,66,81
followe,2,0,2
followed,5,12,17
followers,4,6,10
following,7,34,41
follows,2,1,3
followthemoney,0,2,2
followthemoneyspeech,0,1,1
foment,1,1,2
fomenting,1,0,1
fondest,2,0,2
fondly,0,1,1
food,7,31,38
foodand,0,1,1
foods,2,0,2
fool,24,12,36
fooled,4,4,8
foolhardy,0,1,1
fooling,0,1,1
foolish,10,8,18
foolishly,7,4,11
foolishness,1,1,2
fools,11,20,31
foot,2,10,12
footage,5,2,7
football,8,24,32
footings,0,1,1
footnotes,0,3,3
footprint,2,2,4
fop,1,0,1
forbes,0,3,3
forbid,1,0,1
forbidden,0,1,1
forc,1,0,1
force,34,137,171
forced,73,13,86
forcefully,2,2,4
forces,5,21,26
forcing,4,2,6
ford,21,27,48
fore,1,2,3
foreal,0,1,1
forecast,5,1,6
forecasts,0,4,4
foreclosed,0,1,1
forefathers,1,1,2
forefront,1,1,2
forehead,0,1,1
foreign,49,87,136
